ID,Group,SPAD,Dead,date,Info,
104,H,28.5,F,19.09.21,,
105,H,23.4,F,19.09.21,,
106,H,28.2,F,19.09.21,,
107,H,29.9,F,19.09.21,,
108,H,24.6,F,19.09.21,,
109,H,28.1,F,19.09.21,,
110,H,31.4,F,19.09.21,,
111,H,36.9,F,19.09.21,,
112,H,34,F,19.09.21,,
113,I,24.6,F,19.09.21,,
114,I,30.2,F,19.09.21,,
115,I,29.3,F,19.09.21,,
116,I,33.9,F,19.09.21,,
117,I,28.1,F,19.09.21,,
118,I,32.8,F,19.09.21,,
119,I,30.6,F,19.09.21,,
120,I,33.8,F,19.09.21,,
121,I,38,F,19.09.21,,
122,I,32.8,F,19.09.21,,
123,I,31.1,F,19.09.21,,
124,I,33,F,19.09.21,,
125,I,31.8,F,19.09.21,,
126,I,33.5,F,19.09.21,,
127,J,27.6,F,19.09.21,,
128,J,33.2,F,19.09.21,,
129,J,38.9,F,19.09.21,,
130,J,27.9,F,19.09.21,,
131,J,33.4,F,19.09.21,,
132,J,29.4,F,19.09.21,,
133,J,34,F,19.09.21,,
134,J,28,F,19.09.21,,
135,J,27.5,F,19.09.21,,
136,J,36.4,F,19.09.21,,
137,J,25.1,F,19.09.21,,
138,J,20.6,F,19.09.21,,
139,J,35.5,F,19.09.21,,
140,J,20.9,F,19.09.21,,
141,K,27.3,F,19.09.21,,
142,K,31,F,19.09.21,,
143,K,31.2,F,19.09.21,,
144,K,26.3,F,19.09.21,,
145,K,25.4,F,19.09.21,,
146,K,29.4,F,19.09.21,,
147,K,24,F,19.09.21,,
148,K,23.8,F,19.09.21,,
149,K,35.9,F,19.09.21,,
150,K,24.4,F,19.09.21,,
151,K,30.7,F,19.09.21,,
152,K,22.6,F,19.09.21,,
153,K,27.8,F,19.09.21,,
154,K,26.3,F,19.09.21,,
155,L,28.6,F,19.09.21,,
156,L,NA,T,19.09.21,,
157,L,29.5,F,19.09.21,,
158,L,26.1,F,19.09.21,,
159,L,27.7,F,19.09.21,,
160,L,23.9,F,19.09.21,,
161,L,22.1,F,19.09.21,,
162,L,38.2,F,19.09.21,,
163,L,30.6,F,19.09.21,,
164,L,16.1,F,19.09.21,,
165,L,29.7,F,19.09.21,,
166,L,37.6,F,19.09.21,,
167,L,28.9,F,19.09.21,,
168,L,38.1,F,19.09.21,,
169,M,25.5,F,19.09.21,,
170,M,22.2,F,19.09.21,,
171,M,20,F,19.09.21,,
172,M,27.1,F,19.09.21,,
173,M,31.5,F,19.09.21,,
174,M,29.3,F,19.09.21,,
175,M,29,F,19.09.21,,
176,M,26.4,F,19.09.21,,
177,M,25.2,F,19.09.21,,
178,M,13.7,F,19.09.21,,
179,M,27.1,F,19.09.21,,
180,M,24.7,F,19.09.21,,
181,M,25.5,F,19.09.21,,
182,M,27.2,F,19.09.21,,
183,N,41.6,F,19.09.21,,
184,N,NA,T,19.09.21,,
185,N,30.7,F,19.09.21,,
186,N,24.4,F,19.09.21,,
187,N,22.7,F,19.09.21,,
188,N,28,F,19.09.21,,
189,N,30.6,F,19.09.21,,
190,N,34.6,F,19.09.21,,
191,N,NA,T,19.09.21,,
192,N,19.5,F,19.09.21,,
193,N,31.1,F,19.09.21,,
194,N,35.4,F,19.09.21,,
195,N,26.5,F,19.09.21,,
196,N,28,F,19.09.21,,
197,O,37.5,F,19.09.21,,
198,O,30.2,F,19.09.21,,
199,O,29.2,F,19.09.21,,
200,O,26.8,F,19.09.21,,
201,O,NA,T,19.09.21,,
202,O,NA,T,19.09.21,,
203,O,25.6,F,19.09.21,,
204,O,20.7,F,19.09.21,,
205,O,NA,T,19.09.21,,
206,O,31.8,F,19.09.21,,
207,O,25.9,F,19.09.21,,
208,O,24.3,F,19.09.21,,
209,O,25.7,F,19.09.21,,
210,O,NA,T,19.09.21,,
211,P,18.7,F,19.09.21,,
212,P,19.8,F,19.09.21,,
213,P,14.8,F,19.09.21,,
214,P,22,F,19.09.21,,
215,P,18.2,F,19.09.21,,
216,P,28.3,F,19.09.21,,
217,P,27.6,F,19.09.21,,
218,P,26.4,F,19.09.21,,
219,P,27.4,F,19.09.21,,
220,P,23,F,19.09.21,,
221,P,NA,T,19.09.21,,
222,P,NA,T,19.09.21,,
223,P,26,F,19.09.21,,
224,P,21,F,19.09.21,,
1,A,29,F,27.09.21,,
2,A,26.3,F,27.09.21,,
3,A,32.6,F,27.09.21,,
4,A,30.9,F,27.09.21,,
5,A,30.1,F,27.09.21,,
6,A,25.7,F,27.09.21,,
7,A,27,F,27.09.21,,
8,A,27.9,F,27.09.21,,
9,A,34,F,27.09.21,,
10,A,23.9,F,27.09.21,,
11,A,32.8,F,27.09.21,,
12,A,27.6,F,27.09.21,,
13,A,26.3,F,27.09.21,,
14,A,34.1,F,27.09.21,,
15,B,NA,T,27.09.21,,
16,B,NA,T,27.09.21,,
17,B,27.7,F,27.09.21,,
18,B,25.5,F,27.09.21,,
19,B,28.4,F,27.09.21,,
20,B,26.3,F,27.09.21,,
21,B,27.7,F,27.09.21,,
22,B,NA,T,27.09.21,,
23,B,33.6,F,27.09.21,,
24,B,27.5,F,27.09.21,,
25,B,23.9,F,27.09.21,,
26,B,26.5,F,27.09.21,,
27,B,NA,T,27.09.21,,
28,B,27.3,F,27.09.21,,
29,C,26.3,F,27.09.21,,
30,C,19.3,F,27.09.21,,
31,C,28.4,F,27.09.21,,
32,C,26.3,F,27.09.21,,
33,C,17.9,F,27.09.21,,
34,C,32,F,27.09.21,,
35,C,30,F,27.09.21,,
36,C,NA,T,27.09.21,,
37,C,27.6,F,27.09.21,,
38,C,NA,T,27.09.21,,
39,C,NA,T,27.09.21,,
40,C,40,F,27.09.21,,
41,C,NA,T,27.09.21,,
42,C,NA,T,27.09.21,,
43,D,28.5,F,27.09.21,,
44,D,NA,T,27.09.21,,
45,D,37.5,F,27.09.21,,
46,D,29.4,F,27.09.21,,
47,D,30.4,F,27.09.21,,
48,D,28,F,27.09.21,,
49,D,16.5,F,27.09.21,,
50,D,36.4,F,27.09.21,,
51,D,23.1,F,27.09.21,,
52,D,24.6,F,27.09.21,,
53,D,NA,T,27.09.21,,
54,D,28.3,F,27.09.21,,
55,D,28.5,F,27.09.21,,
56,D,36.5,F,27.09.21,,
57,E,39.1,F,27.09.21,,
58,E,30.7,F,27.09.21,,
59,E,26.9,F,27.09.21,,
60,E,32,F,27.09.21,,
61,E,38,F,27.09.21,,
62,E,NA,T,27.09.21,,
63,E,25.5,F,27.09.21,,
64,E,NA,T,27.09.21,,
65,E,32.7,F,27.09.21,,
66,E,NA,T,27.09.21,,
67,E,33.6,F,27.09.21,,
68,E,33,F,27.09.21,,
69,E,30.6,F,27.09.21,,
70,E,35.6,F,27.09.21,,
71,F,24,F,27.09.21,,
72,F,30.8,F,27.09.21,,
73,F,32.5,F,27.09.21,,
74,F,38.1,F,27.09.21,,
75,F,33.6,F,27.09.21,,
76,F,34.3,F,27.09.21,,
77,F,35.4,F,27.09.21,,
78,F,23.4,F,27.09.21,,
79,F,31.7,F,27.09.21,,
80,F,27.8,F,27.09.21,,
81,F,21,F,27.09.21,,
82,F,27.3,F,27.09.21,,
83,F,32.2,F,27.09.21,,
84,F,26.9,F,27.09.21,,
85,G,26.9,F,27.09.21,,
86,G,26.7,F,27.09.21,,
87,G,22.1,F,27.09.21,,
88,G,20.1,F,27.09.21,,
89,G,30.4,F,27.09.21,,
90,G,35.7,F,27.09.21,,
91,G,28.5,F,27.09.21,,
92,G,36,F,27.09.21,,
93,G,35.9,F,27.09.21,,
94,G,25.2,F,27.09.21,,
95,G,33,F,27.09.21,,
96,G,25.5,F,27.09.21,,
97,G,27,F,27.09.21,,
98,G,38.9,F,27.09.21,,
99,H,NA,T,27.09.21,,
100,H,23.5,F,27.09.21,,
101,H,34.1,F,27.09.21,,
102,H,39.9,F,27.09.21,,
103,H,24.8,F,27.09.21,,
104,H,28.3,F,27.09.21,,
105,H,21.9,F,27.09.21,,
106,H,25,F,27.09.21,,
107,H,29.4,F,27.09.21,,
108,H,24.9,F,27.09.21,,
109,H,22.1,F,27.09.21,,
110,H,29.6,F,27.09.21,,
111,H,33.7,F,27.09.21,,
112,H,34.5,F,27.09.21,,
113,I,27.1,F,27.09.21,,
114,I,32.1,F,27.09.21,,
115,I,28,F,27.09.21,,
116,I,28.2,F,27.09.21,,
117,I,27.1,F,27.09.21,,
118,I,34.2,F,27.09.21,,
119,I,30.4,F,27.09.21,,
120,I,30.2,F,27.09.21,,
121,I,37.1,F,27.09.21,,
122,I,30.9,F,27.09.21,,
123,I,29.4,F,27.09.21,,
124,I,34.1,F,27.09.21,,
125,I,31.4,F,27.09.21,,
126,I,34.6,F,27.09.21,,
127,J,27.5,F,27.09.21,,
128,J,29.7,F,27.09.21,,
129,J,35.6,F,27.09.21,,
130,J,27.9,F,27.09.21,,
131,J,30.6,F,27.09.21,,
132,J,27.1,F,27.09.21,,
133,J,30.8,F,27.09.21,,
134,J,27.6,F,27.09.21,,
135,J,22.8,F,27.09.21,,
136,J,34.6,F,27.09.21,,
137,J,24.7,F,27.09.21,,
138,J,18.5,F,27.09.21,,
139,J,30.9,F,27.09.21,,
140,J,18.4,F,27.09.21,,
141,K,24.9,F,27.09.21,,
142,K,26.9,F,27.09.21,,
143,K,28.7,F,27.09.21,,
144,K,26.3,F,27.09.21,,
145,K,22.2,F,27.09.21,,
146,K,28.1,F,27.09.21,,
147,K,23,F,27.09.21,,
148,K,23.5,F,27.09.21,,
149,K,32.3,F,27.09.21,,
150,K,21,F,27.09.21,,
151,K,27.7,F,27.09.21,,
152,K,20.4,F,27.09.21,,
153,K,28.6,F,27.09.21,,
154,K,22.6,F,27.09.21,,
155,L,30.7,F,27.09.21,,
156,L,NA,T,27.09.21,,
157,L,29.2,F,27.09.21,,
158,L,29.2,F,27.09.21,,
159,L,29.4,F,27.09.21,,
160,L,21.5,F,27.09.21,,
161,L,22.9,F,27.09.21,,
162,L,37.9,F,27.09.21,,
163,L,30,F,27.09.21,,
164,L,13.3,F,27.09.21,,
165,L,31,F,27.09.21,,
166,L,36.2,F,27.09.21,,
167,L,25.3,F,27.09.21,,
168,L,36.8,F,27.09.21,,
169,M,22.2,F,27.09.21,,
170,M,19.7,F,27.09.21,,
171,M,17.7,F,27.09.21,,
172,M,23,F,27.09.21,,
173,M,32,F,27.09.21,,
174,M,32.9,F,27.09.21,,
175,M,24.8,F,27.09.21,,
176,M,25.3,F,27.09.21,,
177,M,24,F,27.09.21,,
178,M,10.5,F,27.09.21,,
179,M,25.7,F,27.09.21,,
180,M,27.8,F,27.09.21,,
181,M,21.4,F,27.09.21,,
182,M,22.8,F,27.09.21,,
183,N,44.5,F,27.09.21,,
184,N,NA,T,27.09.21,,
185,N,33.5,F,27.09.21,,
186,N,21.2,F,27.09.21,,
187,N,21.4,F,27.09.21,,
188,N,25.1,F,27.09.21,,
189,N,30.9,F,27.09.21,,
190,N,34.9,F,27.09.21,,
191,N,NA,T,27.09.21,,
192,N,20.4,F,27.09.21,,
193,N,30.5,F,27.09.21,,
194,N,NA,T,27.09.21,,
195,N,22.7,F,27.09.21,,
196,N,27.1,F,27.09.21,,
197,O,36.6,F,27.09.21,,
198,O,29.8,F,27.09.21,,
199,O,25.3,F,27.09.21,,
200,O,33.2,F,27.09.21,,
201,O,NA,T,27.09.21,,
202,O,NA,T,27.09.21,,
203,O,25.7,F,27.09.21,,
204,O,16.9,F,27.09.21,,
205,O,NA,T,27.09.21,,
206,O,31.9,F,27.09.21,,
207,O,25.6,F,27.09.21,,
208,O,19,F,27.09.21,,
209,O,18.7,F,27.09.21,,
210,O,NA,T,27.09.21,,
211,P,15.6,F,27.09.21,,
212,P,18.2,F,27.09.21,,
213,P,14.7,F,27.09.21,,
214,P,21.5,F,27.09.21,,
215,P,15.4,F,27.09.21,,
216,P,26.4,F,27.09.21,,
217,P,23,F,27.09.21,,
218,P,24.5,F,27.09.21,,
219,P,25.9,F,27.09.21,,
220,P,25,F,27.09.21,,
221,P,NA,T,27.09.21,,
222,P,NA,T,27.09.21,,
223,P,21.6,F,27.09.21,,
224,P,18.9,F,27.09.21,,
1,A,28.3,F,05.10.21,06.10.21,
2,A,26.1,F,05.10.21,06.10.21,
3,A,31.4,F,05.10.21,05.10.21,
4,A,28.6,F,05.10.21,05.10.21,
5,A,30.3,F,05.10.21,06.10.21,
6,A,21.8,F,05.10.21,05.10.21,
7,A,24.8,F,05.10.21,06.10.21,
8,A,25.3,F,05.10.21,06.10.21,
9,A,32,F,05.10.21,06.10.21,
10,A,23.4,F,05.10.21,05.10.21,
11,A,34.3,F,05.10.21,06.10.21,
12,A,23.6,F,05.10.21,05.10.21,
13,A,27.9,F,05.10.21,06.10.21,
14,A,33.8,F,05.10.21,05.10.21,
15,B,NA,T,05.10.21,06.10.21,
16,B,NA,T,05.10.21,06.10.21,
17,B,19.9,F,05.10.21,06.10.21,
18,B,23,F,05.10.21,06.10.21,
19,B,22.3,F,05.10.21,06.10.21,
20,B,26.5,F,05.10.21,05.10.21,
21,B,26.5,F,05.10.21,06.10.21,
22,B,NA,T,05.10.21,06.10.21,
23,B,32.7,F,05.10.21,05.10.21,
24,B,24.3,F,05.10.21,06.10.21,
25,B,22.5,F,05.10.21,05.10.21,
26,B,18.9,F,05.10.21,06.10.21,
27,B,NA,T,05.10.21,06.10.21,
28,B,29.4,F,05.10.21,05.10.21,
29,C,26.1,F,05.10.21,06.10.21,
30,C,16.7,F,05.10.21,05.10.21,
31,C,29.4,F,05.10.21,06.10.21,
32,C,24.7,F,05.10.21,06.10.21,
33,C,12.5,F,05.10.21,05.10.21,
34,C,30.3,F,05.10.21,05.10.21,
35,C,29.2,F,05.10.21,06.10.21,
36,C,NA,T,05.10.21,06.10.21,
37,C,24.4,F,05.10.21,05.10.21,
38,C,NA,T,05.10.21,06.10.21,
39,C,NA,T,05.10.21,06.10.21,
40,C,39,F,05.10.21,06.10.21,
41,C,NA,T,05.10.21,06.10.21,
42,C,NA,T,05.10.21,06.10.21,
43,D,23.2,F,05.10.21,06.10.21,
44,D,NA,T,05.10.21,06.10.21,
45,D,40.8,F,05.10.21,05.10.21,
46,D,29.3,F,05.10.21,06.10.21,
47,D,29.4,F,05.10.21,06.10.21,
48,D,28.3,F,05.10.21,05.10.21,
49,D,16.4,F,05.10.21,06.10.21,
50,D,36.8,F,05.10.21,05.10.21,
51,D,21.2,F,05.10.21,06.10.21,
52,D,22.1,F,05.10.21,05.10.21,
53,D,NA,T,05.10.21,06.10.21,
54,D,27,F,05.10.21,05.10.21,
55,D,29.1,F,05.10.21,06.10.21,
56,D,34,F,05.10.21,06.10.21,
57,E,37.7,F,05.10.21,05.10.21,
58,E,32.9,F,05.10.21,06.10.21,
59,E,26.7,F,05.10.21,05.10.21,
60,E,32.1,F,05.10.21,06.10.21,
61,E,37.8,F,05.10.21,06.10.21,
62,E,NA,T,05.10.21,06.10.21,
63,E,24.3,F,05.10.21,05.10.21,
64,E,NA,T,05.10.21,06.10.21,
65,E,28.5,F,05.10.21,06.10.21,
66,E,35.3,F,05.10.21,06.10.21,
67,E,33.8,F,05.10.21,05.10.21,
68,E,34.6,F,05.10.21,05.10.21,
69,E,28.7,F,05.10.21,06.10.21,
70,E,36.5,F,05.10.21,06.10.21,
71,F,21.5,F,05.10.21,06.10.21,
72,F,29.1,F,05.10.21,06.10.21,
73,F,27.3,F,05.10.21,06.10.21,
74,F,38.6,F,05.10.21,06.10.21,
75,F,32.1,F,05.10.21,06.10.21,
76,F,33.3,F,05.10.21,05.10.21,
77,F,34.6,F,05.10.21,05.10.21,
78,F,18.4,F,05.10.21,06.10.21,
79,F,26.7,F,05.10.21,06.10.21,
80,F,27.4,F,05.10.21,06.10.21,
81,F,21.8,F,05.10.21,05.10.21,
82,F,28.6,F,05.10.21,05.10.21,
83,F,28.9,F,05.10.21,06.10.21,
84,F,28,F,05.10.21,05.10.21,
85,G,25.7,F,05.10.21,06.10.21,
86,G,25.2,F,05.10.21,05.10.21,
87,G,18.5,F,05.10.21,05.10.21,
88,G,18.7,F,05.10.21,06.10.21,
89,G,23.9,F,05.10.21,06.10.21,
90,G,31.2,F,05.10.21,06.10.21,
91,G,26.5,F,05.10.21,05.10.21,
92,G,35,F,05.10.21,05.10.21,
93,G,33.4,F,05.10.21,06.10.21,
94,G,25.2,F,05.10.21,05.10.21,
95,G,33,F,05.10.21,05.10.21,
96,G,27.7,F,05.10.21,06.10.21,
97,G,26.9,F,05.10.21,06.10.21,
98,G,36.4,F,05.10.21,06.10.21,
99,H,NA,T,05.10.21,06.10.21,
100,H,19.9,F,05.10.21,05.10.21,
101,H,29.4,F,05.10.21,05.10.21,
102,H,38.8,F,05.10.21,06.10.21,
103,H,21.2,F,05.10.21,06.10.21,
104,H,24.4,F,05.10.21,06.10.21,
105,H,22.2,F,05.10.21,06.10.21,
106,H,22.6,F,05.10.21,05.10.21,
107,H,26.7,F,05.10.21,05.10.21,
108,H,24,F,05.10.21,06.10.21,
109,H,25.2,F,05.10.21,06.10.21,
110,H,28.3,F,05.10.21,05.10.21,
111,H,34,F,05.10.21,06.10.21,
112,H,28.3,F,05.10.21,06.10.21,
113,I,21.4,F,05.10.21,06.10.21,
114,I,30.8,F,05.10.21,06.10.21,
115,I,28.4,F,05.10.21,05.10.21,
116,I,35.7,F,05.10.21,05.10.21,
117,I,25.9,F,05.10.21,06.10.21,
118,I,31.4,F,05.10.21,06.10.21,
119,I,29.3,F,05.10.21,05.10.21,
120,I,33.2,F,05.10.21,06.10.21,
121,I,37.5,F,05.10.21,06.10.21,
122,I,26.9,F,05.10.21,06.10.21,
123,I,26.9,F,05.10.21,05.10.21,
124,I,30.2,F,05.10.21,06.10.21,
125,I,30.8,F,05.10.21,05.10.21,
126,I,33.5,F,05.10.21,06.10.21,
127,J,26.6,F,05.10.21,06.10.21,
128,J,28.2,F,05.10.21,05.10.21,
129,J,25.1,F,05.10.21,06.10.21,
130,J,25.6,F,05.10.21,05.10.21,
131,J,27.8,F,05.10.21,06.10.21,
132,J,27.3,F,05.10.21,06.10.21,
133,J,30.8,F,05.10.21,05.10.21,
134,J,26.3,F,05.10.21,06.10.21,
135,J,19.2,F,05.10.21,06.10.21,
136,J,33.9,F,05.10.21,05.10.21,
137,J,22.1,F,05.10.21,05.10.21,
138,J,17.4,F,05.10.21,06.10.21,
139,J,34.9,F,05.10.21,05.10.21,
140,J,16.1,F,05.10.21,06.10.21,
141,K,23.8,F,05.10.21,05.10.21,
142,K,28.8,F,05.10.21,05.10.21,
143,K,26.4,F,05.10.21,06.10.21,
144,K,24.5,F,05.10.21,06.10.21,
145,K,24,F,05.10.21,05.10.21,
146,K,27.9,F,05.10.21,06.10.21,
147,K,21.9,F,05.10.21,05.10.21,
148,K,18.2,F,05.10.21,05.10.21,
149,K,31.8,F,05.10.21,06.10.21,
150,K,16.1,F,05.10.21,06.10.21,
151,K,30.7,F,05.10.21,05.10.21,
152,K,22.1,F,05.10.21,06.10.21,
153,K,26.5,F,05.10.21,06.10.21,
154,K,19.2,F,05.10.21,06.10.21,
155,L,28.6,F,05.10.21,05.10.21,
156,L,NA,T,05.10.21,06.10.21,
157,L,27,F,05.10.21,05.10.21,
158,L,26.6,F,05.10.21,06.10.21,
159,L,27.7,F,05.10.21,05.10.21,
160,L,20,F,05.10.21,06.10.21,
161,L,19.7,F,05.10.21,06.10.21,
162,L,38.9,F,05.10.21,06.10.21,
163,L,28.6,F,05.10.21,05.10.21,
164,L,8.7,F,05.10.21,06.10.21,
165,L,27.3,F,05.10.21,05.10.21,
166,L,32.7,F,05.10.21,06.10.21,
167,L,24.2,F,05.10.21,05.10.21,
168,L,35.6,F,05.10.21,06.10.21,
169,M,21.7,F,05.10.21,05.10.21,
170,M,16.3,F,05.10.21,06.10.21,
171,M,14,F,05.10.21,06.10.21,
172,M,22.3,F,05.10.21,06.10.21,
173,M,25.6,F,05.10.21,06.10.21,
174,M,27.1,F,05.10.21,06.10.21,
175,M,26.3,F,05.10.21,05.10.21,
176,M,21.6,F,05.10.21,05.10.21,
177,M,22.8,F,05.10.21,05.10.21,
178,M,10.6,F,05.10.21,05.10.21,
179,M,26.7,F,05.10.21,05.10.21,
180,M,24.4,F,05.10.21,06.10.21,
181,M,18.6,F,05.10.21,06.10.21,
182,M,19.3,F,05.10.21,06.10.21,
183,N,40.2,F,05.10.21,06.10.21,
184,N,NA,T,05.10.21,06.10.21,
185,N,30.6,F,05.10.21,06.10.21,
186,N,20.2,F,05.10.21,05.10.21,
187,N,20.3,F,05.10.21,06.10.21,
188,N,22.1,F,05.10.21,06.10.21,
189,N,29.2,F,05.10.21,06.10.21,
190,N,34.1,F,05.10.21,05.10.21,
191,N,NA,T,05.10.21,06.10.21,
192,N,15.6,F,05.10.21,06.10.21,
193,N,28.5,F,05.10.21,05.10.21,
194,N,36.5,F,05.10.21,05.10.21,
195,N,20.8,F,05.10.21,06.10.21,
196,N,23.6,F,05.10.21,05.10.21,
197,O,32.7,F,05.10.21,06.10.21,
198,O,29.6,F,05.10.21,06.10.21,
199,O,25,F,05.10.21,05.10.21,
200,O,30.5,F,05.10.21,06.10.21,
201,O,NA,T,05.10.21,06.10.21,
202,O,NA,T,05.10.21,06.10.21,
203,O,24,F,05.10.21,06.10.21,
204,O,15.4,F,05.10.21,06.10.21,
205,O,NA,T,05.10.21,06.10.21,
206,O,30,F,05.10.21,06.10.21,
207,O,22,F,05.10.21,05.10.21,
208,O,17,F,05.10.21,05.10.21,
209,O,22.1,F,05.10.21,05.10.21,
210,O,NA,T,05.10.21,06.10.21,
211,P,15.2,F,05.10.21,05.10.21,
212,P,17,F,05.10.21,05.10.21,
213,P,14.3,F,05.10.21,06.10.21,
214,P,18,F,05.10.21,06.10.21,
215,P,13.3,F,05.10.21,05.10.21,
216,P,25.8,F,05.10.21,06.10.21,
217,P,20.7,F,05.10.21,06.10.21,
218,P,22.3,F,05.10.21,06.10.21,
219,P,25,F,05.10.21,06.10.21,
220,P,25.7,F,05.10.21,06.10.21,
221,P,NA,T,05.10.21,06.10.21,
222,P,NA,T,05.10.21,06.10.21,
223,P,21.9,F,05.10.21,06.10.21,
224,P,16.2,F,05.10.21,05.10.21,
1,A,29.5,F,11.10.21,,
2,A,24,F,11.10.21,,
3,A,27.7,F,11.10.21,,
4,A,28.7,F,11.10.21,,
5,A,25.9,F,11.10.21,,
6,A,20.4,F,11.10.21,,
7,A,27.5,F,11.10.21,,
8,A,24.1,F,11.10.21,,
9,A,32.9,F,11.10.21,,
10,A,20.7,F,11.10.21,,
11,A,34.4,F,11.10.21,,
12,A,23.6,F,11.10.21,,
13,A,27.2,F,11.10.21,,
14,A,32.6,F,11.10.21,,
15,B,NA,T,11.10.21,,
16,B,NA,T,11.10.21,,
17,B,23.1,F,11.10.21,,
18,B,20.8,F,11.10.21,,
19,B,24.2,F,11.10.21,,
20,B,25.4,F,11.10.21,,
21,B,24.9,F,11.10.21,,
22,B,NA,T,11.10.21,,
23,B,31.1,F,11.10.21,,
24,B,23.5,F,11.10.21,,
25,B,21.5,F,11.10.21,,
26,B,20.6,F,11.10.21,,
27,B,NA,T,11.10.21,,
28,B,23.2,F,11.10.21,,
29,C,27,F,11.10.21,,
30,C,15.9,F,11.10.21,,
31,C,26.6,F,11.10.21,,
32,C,26.2,F,11.10.21,,
33,C,12.4,F,11.10.21,,
34,C,27.7,F,11.10.21,,
35,C,NA,T,11.10.21,,
36,C,NA,T,11.10.21,,
37,C,22.7,F,11.10.21,,
38,C,NA,T,11.10.21,,
39,C,NA,T,11.10.21,,
40,C,37.9,F,11.10.21,,
41,C,NA,T,11.10.21,,
42,C,NA,T,11.10.21,,
43,D,22.9,F,11.10.21,,
44,D,NA,T,11.10.21,,
45,D,38.5,F,11.10.21,,
46,D,30.4,F,11.10.21,,
47,D,28.6,F,11.10.21,,
48,D,28.7,F,11.10.21,,
49,D,12.6,F,11.10.21,,
50,D,35,F,11.10.21,,
51,D,21.1,F,11.10.21,,
52,D,22,F,11.10.21,,
53,D,NA,T,11.10.21,,
54,D,25.2,F,11.10.21,,
55,D,27.9,F,11.10.21,,
56,D,35.7,F,11.10.21,,
57,E,34.3,F,11.10.21,,
58,E,28.2,F,11.10.21,,
59,E,25.4,F,11.10.21,,
60,E,27.7,F,11.10.21,,
61,E,39.9,F,11.10.21,,
62,E,NA,T,11.10.21,,
63,E,25.4,F,11.10.21,,
64,E,NA,T,11.10.21,,
65,E,28.4,F,11.10.21,,
66,E,36.6,F,11.10.21,,
67,E,30.7,F,11.10.21,,
68,E,33.4,F,11.10.21,,
69,E,28.5,F,11.10.21,,
70,E,36.2,F,11.10.21,,
71,F,20.3,F,11.10.21,,
72,F,24.1,F,11.10.21,,
73,F,26.2,F,11.10.21,,
74,F,36.5,F,11.10.21,,
75,F,NA,T,11.10.21,,
76,F,31.5,F,11.10.21,,
77,F,35.1,F,11.10.21,,
78,F,21,F,11.10.21,,
79,F,26.5,F,11.10.21,,
80,F,26.5,F,11.10.21,,
81,F,21.2,F,11.10.21,,
82,F,29.4,F,11.10.21,,
83,F,28.8,F,11.10.21,,
84,F,25.1,F,11.10.21,,
85,G,25.7,F,11.10.21,,
86,G,24.6,F,11.10.21,,
87,G,20.8,F,11.10.21,,
88,G,15.3,F,11.10.21,,
89,G,26.5,F,11.10.21,,
90,G,36.4,F,11.10.21,,
91,G,25.7,F,11.10.21,,
92,G,31.7,F,11.10.21,,
93,G,35.1,F,11.10.21,,
94,G,23.4,F,11.10.21,,
95,G,31.4,F,11.10.21,,
96,G,32,F,11.10.21,,
97,G,29.6,F,11.10.21,,
98,G,36.4,F,11.10.21,,
99,H,NA,T,11.10.21,,
100,H,19.8,F,11.10.21,,
101,H,29,F,11.10.21,,
102,H,37.7,F,11.10.21,,
103,H,20.1,F,11.10.21,,
104,H,23.8,F,11.10.21,,
105,H,22.2,F,11.10.21,,
106,H,21.7,F,11.10.21,,
107,H,25.5,F,11.10.21,,
108,H,24.5,F,11.10.21,,
109,H,21.3,F,11.10.21,,
110,H,25.7,F,11.10.21,,
111,H,35.7,F,11.10.21,,
112,H,32.5,F,11.10.21,,
113,I,22.1,F,11.10.21,,
114,I,31.6,F,11.10.21,,
115,I,27.3,F,11.10.21,,
116,I,30.3,F,11.10.21,,
117,I,26.9,F,11.10.21,,
118,I,33.5,F,11.10.21,,
119,I,27,F,11.10.21,,
120,I,28.3,F,11.10.21,,
121,I,33.5,F,11.10.21,,
122,I,27,F,11.10.21,,
123,I,24.9,F,11.10.21,,
124,I,31.7,F,11.10.21,,
125,I,29.8,F,11.10.21,,
126,I,32.2,F,11.10.21,,
127,J,24.7,F,11.10.21,,
128,J,31.1,F,11.10.21,,
129,J,38.1,F,11.10.21,,
130,J,23.2,F,11.10.21,,
131,J,29.9,F,11.10.21,,
132,J,25.9,F,11.10.21,,
133,J,30.4,F,11.10.21,,
134,J,23.3,F,11.10.21,,
135,J,21.8,F,11.10.21,,
136,J,31.9,F,11.10.21,,
137,J,21.3,F,11.10.21,,
138,J,14.3,F,11.10.21,,
139,J,31,F,11.10.21,,
140,J,17.1,F,11.10.21,,
141,K,23.3,F,11.10.21,,
142,K,29.7,F,11.10.21,,
143,K,28.8,F,11.10.21,,
144,K,22.4,F,11.10.21,,
145,K,21.7,F,11.10.21,,
146,K,25.2,F,11.10.21,,
147,K,20.9,F,11.10.21,,
148,K,18.5,F,11.10.21,,
149,K,NA,T,11.10.21,,
150,K,16.4,F,11.10.21,,
151,K,29.9,F,11.10.21,,
152,K,17.1,F,11.10.21,,
153,K,25.4,F,11.10.21,,
154,K,18.3,F,11.10.21,,
155,L,26.3,F,11.10.21,,
156,L,NA,T,11.10.21,,
157,L,33.1,F,11.10.21,,
